rid,datetime,host,src,proto,type,spt,dpt,srcstr,cc,country,locale,latitude,longitude,Label
172.217.12.202-10.42.0.151-443-38123-6,07-05-13 11:13,groucho-tokyo,3524097770,TCP,Telecoms,6000,3389,210.13.118.234,CN,China,,35,105,1
10.42.0.151-10.42.0.1-36799-53-17,07-05-13 11:13,groucho-eu,170932385,UDP,Political,67,68,10.48.56.161,,,,,,1
172.217.11.34-10.42.0.151-443-42248-6,07-05-13 11:07,groucho-singapore,2148116578,ICMP,Hotel,,,128.9.168.98,US,United States,California,33.9777,-118.4351,0
10.42.0.211-10.42.0.1-34897-53-17,07-05-13 11:07,groucho-singapore,2148116578,ICMP,Retail,,,128.9.168.98,US,United States,California,33.9777,-118.4351,0
10.42.0.211-77.234.44.40-44265-80-6,07-05-13 11:07,groucho-singapore,2095618264,TCP,"Financial,Credit Reporting",6000,1433,124.232.152.216,CN,China,Hunan,28.1792,113.1136,0
198.11.188.78-10.42.0.211-443-48538-6,07-05-13 11:17,groucho-oregon,454114042,TCP,Financial,6000,1433,27.17.58.250,CN,China,Hubei,30.5801,114.2734,1
172.217.10.142-10.42.0.151-443-51089-6,07-05-13 11:18,groucho-oregon,22882839,TCP,Telecoms,6000,1433,1.93.42.23,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.1-10.42.0.42-53-32502-17,07-05-13 11:19,groucho-sa,975893291,TCP,Political,16879,3389,58.42.243.43,CN,China,Guizhou Sheng,26.5833,106.7167,1
10.42.0.151-72.21.207.79-37093-443-6,07-05-13 11:13,zeppo-norcal,975893291,TCP,Hotel,16879,3389,58.42.243.43,CN,China,Guizhou Sheng,26.5833,106.7167,1
180.149.153.234-10.42.0.211-80-39652-6,07-05-13 11:11,groucho-norcal,975893291,TCP,Retail,16879,3389,58.42.243.43,CN,China,Guizhou Sheng,26.5833,106.7167,1
172.217.12.170-10.42.0.42-443-35064-6,07-05-13 11:05,groucho-us-east,975893291,TCP,Media,16879,3389,58.42.243.43,CN,China,Guizhou Sheng,26.5833,106.7167,0
10.42.0.151-72.21.206.121-38985-443-6,07-05-13 11:17,groucho-tokyo,3344428893,TCP,"Web,Tech",2604,445,199.87.239.93,US,United States,California,34.053,-118.2642,1
10.42.0.211-121.41.62.82-44183-1088-6,07-05-13 11:15,groucho-eu,975893291,TCP,Fashion,16879,3389,58.42.243.43,CN,China,Guizhou Sheng,26.5833,106.7167,0
10.42.0.42-119.146.74.49-60365-443-6,07-05-13 11:17,groucho-tokyo,3344428893,TCP,Question & Answer,2604,445,199.87.239.93,US,United States,California,34.053,-118.2642,0
180.149.136.194-10.42.0.42-80-33243-6,07-05-13 11:19,groucho-sydney,975893291,TCP,Military,16879,3389,58.42.243.43,CN,China,Guizhou Sheng,26.5833,106.7167,0
10.42.0.42-121.12.98.63-52336-80-6,07-05-13 11:17,groucho-tokyo,3657827032,TCP,"Consulting,Accounting",6000,65500,218.6.2.216,CN,China,Fujian,26.0614,119.3061,1
10.42.0.211-10.42.0.1-14888-53-17,07-05-13 11:18,groucho-tokyo,45376449,TCP,"Financial,Credit Reporting",6505,445,2.180.99.193,IR,Iran,Ostan-e Kordestan,35.7131,47.2656,0
10.42.0.211-23.21.95.195-33200-443-6,07-05-13 11:12,groucho-singapore,3417478163,ICMP,Financial,,,203.178.148.19,JP,Japan,,35.69,139.69,1
180.149.153.216-10.42.0.151-80-47581-6,07-05-13 11:12,groucho-singapore,3417478163,ICMP,Telecoms,,,203.178.148.19,JP,Japan,,35.69,139.69,0
172.217.10.106-10.42.0.211-443-35491-6,07-05-13 11:20,groucho-tokyo,1145892101,TCP,Political,3565,445,68.76.237.5,US,United States,,38,-97,1
172.217.12.138-10.42.0.211-443-39971-6,07-05-13 11:21,groucho-tokyo,1145892101,TCP,Hotel,3565,445,68.76.237.5,US,United States,,38,-97,0
239.255.255.250-10.42.0.1-1900-35870-17,07-05-13 11:23,groucho-oregon,3525468170,TCP,Retail,6000,1433,210.34.96.10,CN,China,Fujian,26.0614,119.3061,1
10.42.0.151-121.29.54.163-36790-80-6,07-05-13 11:22,groucho-tokyo,3233506890,UDP,Media,45857,53,192.187.102.74,US,United States,Missouri,39.1472,-94.5735,1
10.42.0.211-10.42.0.1-49863-53-17,07-05-13 11:15,groucho-singapore,1033070424,TCP,"Web,Tech",6000,1433,61.147.103.88,CN,China,Jiangsu Sheng,32.0617,118.7778,0
10.42.0.211-54.192.38.65-38000-443-6,07-05-13 11:27,groucho-sydney,3323217226,TCP,Fashion,18912,995,198.20.69.74,US,United States,Illinois,41.8825,-87.6441,1
172.217.12.131-10.42.0.211-443-40617-6,07-05-13 11:17,groucho-singapore,2058274423,TCP,Question & Answer,1428,23,122.174.198.119,IN,India,State of Tamil Nadu,13.0833,80.2833,0
10.42.0.211-106.11.95.7-60629-443-6,07-05-13 11:22,zeppo-norcal,3233506890,UDP,Military,49928,53,192.187.102.74,US,United States,Missouri,39.1472,-94.5735,0
182.22.24.124-10.42.0.211-443-53475-6,07-05-13 11:20,groucho-norcal,3233506890,UDP,"Consulting,Accounting",49928,53,192.187.102.74,US,United States,Missouri,39.1472,-94.5735,1
172.217.11.14-10.42.0.151-443-50392-6,07-05-13 11:27,groucho-tokyo,1018974182,TCP,"Financial,Credit Reporting",6000,3306,60.188.79.230,CN,China,Jiangsu Sheng,32.4907,119.9081,1
169.45.248.176-10.42.0.42-5222-55069-6,07-05-13 11:29,groucho-oregon,1962432709,TCP,Financial,6000,1433,116.248.88.197,CN,China,Yunnan,25.0389,102.7183,0
239.255.255.250-10.42.0.1-1900-52548-17,07-05-13 11:17,groucho-us-east,3076197948,TCP,Telecoms,43825,3128,183.91.14.60,VN,Vietnam,,16,106,1
172.217.12.142-10.42.0.151-443-36460-6,07-05-13 11:31,groucho-tokyo,1034187867,TCP,Political,6000,1433,61.164.116.91,CN,China,,35,105,0
203.205.158.53-10.42.0.42-80-50110-6,07-05-13 11:23,groucho-singapore,3322073220,TCP,Hotel,6000,1433,198.2.208.132,US,United States,California,37.3887,-122.0188,1
10.42.0.1-10.42.0.42-53-19806-17,07-05-13 11:19,groucho-us-east,921383105,ICMP,Retail,,,54.235.48.193,US,United States,Virginia,39.0437,-77.4875,0
182.22.24.124-10.42.0.211-443-33026-6,07-05-13 11:19,groucho-us-east,921383105,ICMP,"Financial,Credit Reporting",,,54.235.48.193,US,United States,Virginia,39.0437,-77.4875,1
10.42.0.151-10.42.0.1-19199-53-17,07-05-13 11:19,groucho-us-east,921383105,TCP,Financial,54448,80,54.235.48.193,US,United States,Virginia,39.0437,-77.4875,0
182.22.24.124-10.42.0.211-443-38524-6,07-05-13 11:19,groucho-us-east,921383105,TCP,Telecoms,56433,443,54.235.48.193,US,United States,Virginia,39.0437,-77.4875,0
220.170.182.31-10.42.0.151-443-58199-6,07-05-13 11:28,zeppo-norcal,3661700712,TCP,Political,6000,1433,218.65.30.104,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.211-10.42.0.1-32937-53-17,07-05-13 11:26,groucho-norcal,3661700712,TCP,Hotel,6000,1433,218.65.30.104,CN,China,Jiangxi Sheng,28.55,115.9333,0
175.100.207.206-10.42.0.211-80-35490-6,07-05-13 11:20,groucho-us-east,3661700712,TCP,Retail,6000,1433,218.65.30.104,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.211-52.84.40.205-47597-443-6,07-05-13 11:30,groucho-eu,3661700712,TCP,Media,6000,1433,218.65.30.104,CN,China,Jiangxi Sheng,28.55,115.9333,1
172.217.10.106-10.42.0.211-443-49680-6,07-05-13 11:32,groucho-tokyo,1507256217,TCP,"Web,Tech",3715,445,89.214.231.153,PT,Portugal,,39.5,-8,1
10.42.0.42-52.88.110.117-57651-443-6,07-05-13 11:32,groucho-tokyo,1507256217,TCP,Fashion,3715,445,89.214.231.153,PT,Portugal,,39.5,-8,0
202.77.129.150-10.42.0.42-80-44599-6,07-05-13 11:34,groucho-sydney,3661700712,TCP,Question & Answer,6000,1433,218.65.30.104,CN,China,Jiangxi Sheng,28.55,115.9333,0
172.217.12.195-10.42.0.151-443-46374-6,07-05-13 11:22,groucho-us-east,3233506890,UDP,Military,49928,53,192.187.102.74,US,United States,Missouri,39.1472,-94.5735,0
239.255.255.250-10.42.0.42-1900-60910-17,07-05-13 11:37,groucho-tokyo,3657827032,TCP,"Consulting,Accounting",6000,65500,218.6.2.216,CN,China,Fujian,26.0614,119.3061,1
10.42.0.211-31.13.80.5-37245-443-6,07-05-13 11:39,groucho-tokyo,2169670188,ICMP,"Financial,Credit Reporting",,,129.82.138.44,US,United States,Colorado,40.4555,-105.4648,1
172.217.10.244-10.42.0.211-443-43010-6,07-05-13 11:39,groucho-tokyo,2169670188,ICMP,Financial,,,129.82.138.44,US,United States,Colorado,40.4555,-105.4648,1
10.42.0.151-63.250.200.101-49614-443-6,07-05-13 11:31,groucho-singapore,2169670188,ICMP,Telecoms,,,129.82.138.44,US,United States,Colorado,40.4555,-105.4648,1
10.42.0.211-54.239.29.0-46537-443-6,07-05-13 11:31,groucho-singapore,2169670188,ICMP,Political,,,129.82.138.44,US,United States,Colorado,40.4555,-105.4648,1
180.149.136.194-10.42.0.211-80-52250-6,07-05-13 11:40,groucho-oregon,1038626810,TCP,Hotel,6000,1433,61.232.47.250,CN,China,Beijing Shi,39.9289,116.3883,0
180.149.138.210-10.42.0.42-80-53669-6,07-05-13 11:42,groucho-sa,1017973029,TCP,Retail,6000,1433,60.173.9.37,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.211-10.42.0.1-42335-53-17,07-05-13 11:32,groucho-singapore,1583755670,UDP,Media,34249,19,94.102.49.150,NL,Netherlands,,52.5,5.75,0
10.42.0.151-119.146.74.34-42485-80-6,07-05-13 11:34,groucho-norcal,1017973029,TCP,"Web,Tech",6000,1433,60.173.9.37,CN,China,Anhui Sheng,31.8639,117.2808,0
172.217.11.46-10.42.0.151-443-54170-6,07-05-13 11:36,zeppo-norcal,1017973029,TCP,Fashion,6000,1433,60.173.9.37,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.1-10.42.0.42-53-47991-17,07-05-13 11:28,groucho-us-east,1017973029,TCP,Question & Answer,6000,1433,60.173.9.37,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.151-104.244.42.66-39960-443-6,07-05-13 11:39,groucho-eu,1017973029,TCP,Military,6000,1433,60.173.9.37,CN,China,Anhui Sheng,31.8639,117.2808,0
220.181.7.190-10.42.0.151-443-50179-6,07-05-13 11:42,groucho-sydney,1017973029,TCP,"Consulting,Accounting",6000,1433,60.173.9.37,CN,China,Anhui Sheng,31.8639,117.2808,1
203.205.179.170-10.42.0.211-80-56278-6,07-05-13 11:34,groucho-singapore,3555352857,TCP,"Financial,Credit Reporting",6000,1433,211.234.97.25,KR,South Korea,,37.57,126.98,0
10.42.0.1-10.42.0.42-53-64151-17,07-05-13 11:40,groucho-eu,3233506890,UDP,Financial,49928,53,192.187.102.74,US,United States,Missouri,39.1472,-94.5735,1
10.42.0.151-10.42.0.1-5006-53-17,07-05-13 11:36,groucho-singapore,1035975750,TCP,Telecoms,6000,1998,61.191.188.70,CN,China,Anhui Sheng,31.8639,117.2808,0
172.217.10.238-10.42.0.42-443-37923-6,07-05-13 11:34,groucho-us-east,181048468,UDP,Political,67,68,10.202.148.148,,,,,,1
203.205.158.61-10.42.0.211-80-44729-6,07-05-13 11:48,groucho-tokyo,1017974357,TCP,Hotel,6000,8080,60.173.14.85,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.211-103.7.30.118-39224-80-6,07-05-13 11:50,groucho-oregon,1896523905,TCP,Retail,6000,1433,113.10.168.129,HK,Hong Kong,,22.25,114.1667,0
10.42.0.1-10.42.0.42-53-22106-17,07-05-13 11:50,groucho-tokyo,3417478163,ICMP,"Financial,Credit Reporting",,,203.178.148.19,JP,Japan,,35.69,139.69,1
220.181.7.190-10.42.0.211-443-37339-6,07-05-13 11:50,groucho-tokyo,3417478163,ICMP,Financial,,,203.178.148.19,JP,Japan,,35.69,139.69,0
10.42.0.211-72.21.206.53-52568-443-6,07-05-13 11:43,groucho-singapore,2073504317,TCP,Telecoms,12219,8080,123.151.42.61,CN,China,Tianjin Shi,39.1422,117.1767,0
203.130.53.126-10.42.0.211-80-53601-6,07-05-13 11:43,groucho-singapore,3323217250,TCP,Political,43130,23,198.20.69.98,US,United States,Illinois,41.8825,-87.6441,1
182.22.25.124-10.42.0.211-443-51741-6,07-05-13 11:43,groucho-singapore,2054544095,TCP,Hotel,32853,23,122.117.218.223,TW,Taiwan,Taipei,25.0392,121.525,1
10.42.0.151-66.198.178.88-48911-80-6,07-05-13 11:53,groucho-oregon,1473403230,TCP,Retail,2757,445,87.210.89.94,NL,Netherlands,North Holland,52.35,4.9167,0
151.101.1.140-10.42.0.211-443-38149-6,07-05-13 11:52,groucho-tokyo,1409477008,TCP,Media,2068,445,84.2.233.144,HU,Hungary,,47,20,1
10.42.0.42-104.192.110.245-36020-80-6,07-05-13 11:52,groucho-tokyo,1409477008,TCP,"Web,Tech",2068,445,84.2.233.144,HU,Hungary,,47,20,0
172.217.10.131-10.42.0.151-443-57607-6,07-05-13 11:54,groucho-oregon,2040281741,TCP,Fashion,6000,1433,121.156.58.141,KR,South Korea,,37.57,126.98,1
172.217.12.163-10.42.0.42-443-48275-6,07-05-13 11:54,groucho-tokyo,1445371059,TCP,Question & Answer,3008,445,86.38.156.179,LT,Lithuania,,56,24,0
180.149.136.194-10.42.0.211-80-50595-6,07-05-13 11:54,groucho-tokyo,1445371059,TCP,Military,3008,445,86.38.156.179,LT,Lithuania,,56,24,1
10.42.0.211-10.42.0.1-42880-53-17,07-05-13 11:56,groucho-sydney,2999115656,TCP,"Consulting,Accounting",59357,445,178.194.223.136,CH,Switzerland,Bern,46.9622,7.4584,0
222.73.28.96-10.42.0.151-80-55803-6,07-05-13 11:58,groucho-oregon,3662387655,TCP,"Financial,Credit Reporting",1733,3389,218.75.153.199,CN,China,Hunan,28.1792,113.1136,0
10.42.0.211-72.21.206.121-37306-443-6,07-05-13 11:58,groucho-oregon,3662387655,TCP,Financial,1735,3390,218.75.153.199,CN,China,Hunan,28.1792,113.1136,0
209.10.120.26-10.42.0.211-80-39867-6,07-05-13 11:58,groucho-oregon,3662387655,TCP,Telecoms,1738,3391,218.75.153.199,CN,China,Hunan,28.1792,113.1136,0
172.217.3.106-10.42.0.151-443-44800-6,07-05-13 11:57,groucho-tokyo,1546957694,TCP,Political,4806,445,92.52.179.126,UA,Ukraine,,49,32,0
10.42.0.211-104.244.43.3-40772-443-6,07-05-13 11:57,groucho-tokyo,1546957694,TCP,Hotel,4806,445,92.52.179.126,UA,Ukraine,,49,32,1
172.217.10.132-10.42.0.211-443-46084-6,07-05-13 11:58,groucho-oregon,3344128846,TCP,Retail,6000,1433,199.83.91.78,US,United States,California,34.0115,-117.8535,1
10.42.0.211-10.42.0.1-43293-53-17,07-05-13 11:59,groucho-oregon,520568790,TCP,Media,30431,3389,31.7.63.214,CH,Switzerland,,47,8,0
10.42.0.211-104.254.66.16-49746-80-6,07-05-13 11:59,groucho-oregon,1033956371,TCP,"Web,Tech",6000,1433,61.160.236.19,CN,China,Jiangsu Sheng,32.0617,118.7778,0
10.42.0.211-23.208.168.108-37656-80-6,07-05-13 12:03,groucho-sydney,3233506890,UDP,Fashion,49928,53,192.187.102.74,US,United States,Missouri,39.1472,-94.5735,0
10.42.0.151-10.42.0.1-55801-53-17,07-05-13 11:57,groucho-singapore,1492728370,TCP,Question & Answer,56928,139,88.249.58.50,TR,Turkey,,39,35,1
172.217.12.206-10.42.0.151-443-38533-6,07-05-13 11:57,groucho-singapore,1492728370,TCP,Military,56928,139,88.249.58.50,TR,Turkey,,39,35,1
182.22.24.124-10.42.0.211-443-38562-6,07-05-13 12:06,groucho-oregon,1033070453,TCP,"Consulting,Accounting",6000,1433,61.147.103.117,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.151-119.146.74.31-40325-443-6,07-05-13 11:57,groucho-singapore,1492728370,TCP,"Financial,Credit Reporting",56928,139,88.249.58.50,TR,Turkey,,39,35,1
10.42.0.211-64.71.142.124-55663-443-6,07-05-13 11:59,groucho-singapore,1492728370,TCP,Financial,59213,445,88.249.58.50,TR,Turkey,,39,35,1
183.79.250.123-10.42.0.211-443-60631-6,07-05-13 11:59,groucho-singapore,1492728370,TCP,Telecoms,59213,445,88.249.58.50,TR,Turkey,,39,35,0
10.42.0.211-10.42.0.1-50342-53-17,07-05-13 11:59,groucho-singapore,1492728370,TCP,Political,59213,445,88.249.58.50,TR,Turkey,,39,35,1
172.217.12.131-10.42.0.151-443-57242-6,07-05-13 12:09,groucho-oregon,22872920,TCP,Hotel,6000,1433,1.93.3.88,CN,China,Beijing Shi,39.9289,116.3883,0
172.217.6.195-10.42.0.42-443-40395-6,07-05-13 12:08,groucho-tokyo,3396073262,TCP,Retail,59496,22,202.107.247.46,CN,China,,35,105,0
172.217.10.78-10.42.0.151-443-58564-17,07-05-13 12:10,groucho-tokyo,1532173778,TCP,"Financial,Credit Reporting",30975,445,91.83.29.210,HU,Hungary,,47,20,0
10.42.0.211-106.11.92.1-43395-443-6,07-05-13 12:10,groucho-tokyo,1532173778,TCP,Financial,30975,445,91.83.29.210,HU,Hungary,,47,20,1
10.42.0.42-123.125.115.164-39497-443-6,07-05-13 12:12,groucho-oregon,456586763,TCP,Telecoms,43559,1433,27.54.246.11,CN,China,,35,105,0
10.42.0.211-52.84.145.46-34467-443-6,07-05-13 12:06,groucho-norcal,3140866275,TCP,Political,1041,3389,187.53.208.227,BR,Brazil,,-10,-55,1
10.42.0.211-54.230.38.30-52470-443-6,07-05-13 12:13,groucho-tokyo,3661500464,TCP,Hotel,6000,1433,218.62.16.48,CN,China,Jilin Sheng,43.88,125.3228,0
198.11.190.8-10.42.0.151-443-56348-6,07-05-13 12:00,groucho-us-east,1625684813,TCP,Retail,12096,445,96.229.251.77,US,United States,California,33.9869,-117.6555,1
10.42.0.1-10.42.0.42-53-35219-17,07-05-13 12:17,groucho-sydney,3076197948,TCP,Media,37425,80,183.91.14.60,VN,Vietnam,,16,106,0
10.42.0.211-66.102.255.44-40616-80-6,07-05-13 12:08,groucho-singapore,3328467850,TCP,"Web,Tech",4445,135,198.100.99.138,US,United States,California,34.053,-118.2642,1
10.42.0.151-66.198.24.243-37199-80-6,07-05-13 12:18,groucho-oregon,3507831403,TCP,Fashion,6000,1433,209.21.66.107,US,United States,California,37.7909,-122.4017,1
203.130.53.126-10.42.0.211-80-55057-6,07-05-13 12:10,groucho-singapore,1883279949,UDP,Question & Answer,5077,5060,112.64.146.77,CN,China,Shanghai Shi,31.0456,121.3997,0
10.42.0.42-72.21.206.53-45580-443-6,07-05-13 12:11,groucho-singapore,1490090065,TCP,Military,37016,3128,88.208.248.81,GB,United Kingdom,Gloucestershire,51.8333,-2.25,1
10.42.0.211-112.80.248.187-33111-80-6,07-05-13 12:15,groucho-singapore,3729361132,TCP,"Consulting,Accounting",6000,3306,222.73.136.236,CN,China,Shanghai Shi,31.0456,121.3997,0
10.42.0.151-10.42.0.1-6621-53-17,07-05-13 12:11,groucho-us-east,1964611124,TCP,"Financial,Credit Reporting",6000,3389,117.25.150.52,CN,China,Fujian,26.0614,119.3061,0
172.217.10.106-10.42.0.151-443-40493-6,07-05-13 12:24,groucho-tokyo,1964611124,TCP,Financial,6000,3389,117.25.150.52,CN,China,Fujian,26.0614,119.3061,1
172.217.10.110-10.42.0.151-443-39330-6,07-05-13 12:27,groucho-oregon,387159643,TCP,Telecoms,6000,3306,23.19.150.91,US,United States,California,34.0438,-118.2512,1
172.217.10.99-10.42.0.151-443-54767-6,07-05-13 12:29,groucho-oregon,1965684996,TCP,Political,6000,1433,117.41.249.4,CN,China,Jiangxi Sheng,28.55,115.9333,0
172.217.10.110-10.42.0.151-443-33908-6,07-05-13 12:28,groucho-tokyo,1017728365,TCP,Hotel,6000,1998,60.169.77.109,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.1-10.42.0.42-53-13984-17,07-05-13 12:30,groucho-oregon,1964606037,TCP,Retail,6000,1433,117.25.130.85,CN,China,Fujian,26.0614,119.3061,0
10.42.0.211-47.88.68.21-57258-443-6,07-05-13 12:29,groucho-tokyo,3630405802,TCP,Media,6000,3306,216.99.152.170,US,United States,California,34.0115,-117.8535,1
10.42.0.211-10.42.0.1-19647-53-17,07-05-13 12:31,groucho-tokyo,1583755670,UDP,"Web,Tech",43893,19,94.102.49.150,NL,Netherlands,,52.5,5.75,0
172.217.12.206-10.42.0.151-443-33781-6,07-05-13 12:23,groucho-singapore,1033070424,TCP,Fashion,6000,1433,61.147.103.88,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.42-62.138.0.117-39401-80-6,07-05-13 12:22,groucho-us-east,1902740522,ICMP,Question & Answer,,,113.105.132.42,CN,China,Guangdong,23.1167,113.25,0
10.42.0.211-10.42.0.1-20596-53-17,07-05-13 12:22,groucho-us-east,1902740522,ICMP,Military,,,113.105.132.42,CN,China,Guangdong,23.1167,113.25,0
10.42.0.211-10.42.0.1-52551-53-17,07-05-13 12:27,groucho-singapore,3549795147,TCP,"Consulting,Accounting",6000,1433,211.149.147.75,CN,China,Sichuan Sheng,30.6667,104.0667,0
10.42.0.211-10.42.0.1-38224-53-17,07-05-13 12:37,groucho-tokyo,2587252730,ICMP,"Financial,Credit Reporting",,,154.54.87.250,US,United States,,38,-97,0
203.205.158.55-10.42.0.211-80-55603-6,07-05-13 12:31,groucho-singapore,3536942767,TCP,Financial,57480,3389,210.209.118.175,HK,Hong Kong,,22.25,114.1667,0
172.217.11.10-10.42.0.42-443-52567-6,07-05-13 12:42,groucho-sa,2090910290,TCP,Telecoms,18146,22,124.160.194.82,CN,China,Zhejiang Sheng,30.2936,120.1614,1
172.217.10.78-10.42.0.151-443-34443-6,07-05-13 12:39,groucho-tokyo,2048496437,TCP,Political,3986,445,122.25.147.53,JP,Japan,Tokyo-to,35.685,139.7514,1
162.208.22.39-10.42.0.211-443-52724-6,07-05-13 12:39,groucho-tokyo,2048496437,TCP,Hotel,3986,445,122.25.147.53,JP,Japan,Tokyo-to,35.685,139.7514,0
10.42.0.151-10.42.0.1-46920-53-17,07-05-13 12:41,groucho-oregon,2095230432,TCP,Retail,6000,1433,124.226.173.224,CN,China,Guangxi Zhuangzu Zizhiqu,22.8167,108.3167,0
172.217.6.206-10.42.0.151-443-57572-6,07-05-13 12:36,zeppo-norcal,2090910290,TCP,"Financial,Credit Reporting",18146,22,124.160.194.82,CN,China,Zhejiang Sheng,30.2936,120.1614,0
10.42.0.151-10.42.0.1-48017-53-17,07-05-13 12:34,groucho-norcal,2090910290,TCP,Financial,18146,22,124.160.194.82,CN,China,Zhejiang Sheng,30.2936,120.1614,1
10.42.0.211-10.42.0.1-18582-53-17,07-05-13 12:28,groucho-us-east,2090910290,TCP,Telecoms,18146,22,124.160.194.82,CN,China,Zhejiang Sheng,30.2936,120.1614,1
203.90.242.126-10.42.0.211-80-41263-6,07-05-13 12:39,groucho-eu,2090910290,TCP,Political,18146,22,124.160.194.82,CN,China,Zhejiang Sheng,30.2936,120.1614,1
192.229.173.173-10.42.0.211-80-48525-6,07-05-13 12:42,groucho-oregon,844238273,TCP,Hotel,2154,445,50.82.13.193,US,United States,Iowa,41.0387,-92.3579,1
10.42.0.211-23.194.140.226-48036-80-6,07-05-13 12:42,groucho-sydney,2090910290,TCP,Retail,18146,22,124.160.194.82,CN,China,Zhejiang Sheng,30.2936,120.1614,1
10.42.0.42-54.235.89.91-55614-443-6,07-05-13 12:42,groucho-tokyo,1578489786,TCP,Media,3969,445,94.21.215.186,HU,Hungary,Csongrad megye,46.25,20.1667,0
192.229.173.173-10.42.0.211-443-50886-6,07-05-13 12:43,groucho-oregon,1033956371,TCP,"Web,Tech",6000,1433,61.160.236.19,CN,China,Jiangsu Sheng,32.0617,118.7778,1
172.217.10.142-10.42.0.211-443-59473-6,07-05-13 12:42,groucho-tokyo,1578489786,TCP,Fashion,3969,445,94.21.215.186,HU,Hungary,Csongrad megye,46.25,20.1667,0
10.42.0.151-31.13.71.37-44962-443-6,07-05-13 12:35,groucho-singapore,3659275330,TCP,Question & Answer,5512,3389,218.28.28.66,CN,China,Henan Sheng,34.6836,113.5325,0
183.79.250.123-10.42.0.42-443-59110-6,07-05-13 12:46,groucho-oregon,3233506890,UDP,Military,42962,53,192.187.102.74,US,United States,Missouri,39.1472,-94.5735,0
10.42.0.211-10.42.0.1-32616-53-17,07-05-13 12:37,groucho-singapore,3322894509,UDP,"Consulting,Accounting",5110,5060,198.15.88.173,US,United States,Arizona,33.4357,-111.9171,1
182.22.25.252-10.42.0.211-443-38346-6,07-05-13 12:37,groucho-singapore,1730029754,TCP,"Financial,Credit Reporting",6000,135,103.30.40.186,HK,Hong Kong,,22.25,114.1667,0
10.42.0.211-10.42.0.1-21107-53-17,07-05-13 12:45,groucho-tokyo,3322073220,TCP,Financial,6000,1433,198.2.208.132,US,United States,California,37.3887,-122.0188,1
172.217.11.14-10.42.0.151-443-38601-17,07-05-13 12:47,groucho-tokyo,1988113448,TCP,Telecoms,1051,445,118.128.52.40,KR,South Korea,,37.57,126.98,0
209.10.120.26-10.42.0.211-80-40775-6,07-05-13 12:47,groucho-tokyo,1988113448,TCP,Political,1051,445,118.128.52.40,KR,South Korea,,37.57,126.98,1
10.42.0.42-104.192.110.245-45770-80-6,07-05-13 12:49,groucho-oregon,2086646534,TCP,Hotel,6000,3389,124.95.179.6,CN,China,Liaoning,41.7922,123.4328,0
175.100.207.233-10.42.0.211-80-51341-6,07-05-13 12:49,groucho-tokyo,3736738335,TCP,Retail,6000,1998,222.186.26.31,CN,China,Jiangsu Sheng,32.0617,118.7778,1
198.105.244.11-10.42.0.151-80-44642-6,07-05-13 12:49,groucho-tokyo,2148116578,ICMP,Media,,,128.9.168.98,US,United States,California,33.9777,-118.4351,1
216.58.219.194-10.42.0.211-443-48415-6,07-05-13 12:49,groucho-tokyo,2148116578,ICMP,"Web,Tech",,,128.9.168.98,US,United States,California,33.9777,-118.4351,0
10.42.0.211-66.102.255.40-51279-443-6,07-05-13 12:37,groucho-us-east,3715777223,TCP,Fashion,29099,80,221.122.66.199,CN,China,,35,105,1
10.42.0.211-10.42.0.1-26580-53-17,07-05-13 12:53,groucho-oregon,712594794,TCP,Question & Answer,6000,1433,42.121.85.106,CN,China,Zhejiang Sheng,30.2936,120.1614,0
10.42.0.211-10.42.0.1-48833-53-17,07-05-13 12:41,groucho-us-east,2682401486,TCP,Military,23556,8080,159.226.50.206,CN,China,Beijing Shi,39.9289,116.3883,0
172.217.11.10-10.42.0.151-443-53793-6,07-05-13 12:46,groucho-singapore,1034187867,TCP,"Consulting,Accounting",6000,1433,61.164.116.91,CN,China,,35,105,1
198.11.189.2-10.42.0.211-443-42564-6,07-05-13 12:46,groucho-singapore,2073504317,TCP,"Financial,Credit Reporting",12219,8080,123.151.42.61,CN,China,Tianjin Shi,39.1422,117.1767,1
10.42.0.1-10.42.0.42-53-57716-17,07-05-13 12:56,groucho-tokyo,3736738052,TCP,Financial,6000,1998,222.186.25.4,CN,China,Jiangsu Sheng,32.0617,118.7778,0
10.42.0.211-114.134.80.163-50298-80-6,07-05-13 12:57,groucho-oregon,2382654917,TCP,Telecoms,6000,1433,142.4.109.197,US,United States,California,37.3887,-122.0188,1
182.22.31.252-10.42.0.211-443-54134-6,07-05-13 12:58,groucho-tokyo,1033956375,TCP,Political,6000,1433,61.160.236.23,CN,China,Jiangsu Sheng,32.0617,118.7778,0
